quality,region,color,id
7,Douro Valley,Red,1076
5,Terras De Cister,Rose,1077
5,Setubal,Rose,1078
5,Tejo,Rose,1079
6,Tejo,White,1080
8,Douro Valley,Rose,1081
7,Beira Interior,Red,1082
5,Minho,Red,1083
6,Beira Interior,Red,1084
6,Douro Valley,Rose,1085
6,Dao,Rose,1086
6,Beira Atlantico,Red,1087
7,Setubal,White,1088
8,Beira Atlantico,Rose,1089
8,Setubal,Red,1090
7,Beira Interior,White,1091
6,Madeira,Red,1092
5,Minho,Rose,1093
7,Transmontano,Rose,1094
6,Dao,Red,1095
6,Lisboa,Rose,1096
7,Alentejo,Red,1097
6,Madeira,White,1098
6,Beira Atlantico,Rose,1099
5,Madeira,Red,1100
5,Beira Interior,Red,1101
7,Alentejo,White,1102
5,Transmontano,Red,1103
6,Madeira,Red,1104
5,Terras De Cister,Red,1105
4,Minho,White,1106
7,Madeira,Rose,1107
5,Algarve,Red,1108
6,Beira Atlantico,Red,1109
5,Madeira,Red,1110
5,Alentejo,White,1111
8,Lisboa,Rose,1112
5,Transmontano,Red,1113
6,Alentejo,Rose,1114
6,Beira Atlantico,Rose,1115
7,Tejo,Red,1116
6,Tejo,White,1117
6,Alentejo,White,1118
5,Beira Atlantico,Rose,1119
7,Terras De Cister,Red,1120
6,Beira Atlantico,White,1121
5,Transmontano,Rose,1122
6,Lisboa,Rose,1123
7,Dao,White,1124
6,Beira Atlantico,Rose,1125
4,Minho,White,1126
6,Terras De Cister,White,1127
5,Terras De Cister,White,1128
6,Minho,Rose,1129
7,Beira Interior,White,1130
6,Alentejo,White,1131
6,Lisboa,Red,1132
5,Minho,Red,1133
7,Terras De Cister,White,1134
5,Dao,Rose,1135
6,Tejo,Red,1136
6,Minho,Rose,1137
7,Lisboa,Red,1138
6,Terras De Cister,Red,1139
7,Setubal,Red,1140
7,Algarve,White,1141
6,Alentejo,Rose,1142
7,Setubal,White,1143
5,Beira Interior,Red,1144
8,Douro Valley,Rose,1145
6,Minho,Red,1146
6,Terras De Cister,Red,1147
5,Madeira,Rose,1148
5,Madeira,White,1149
6,Transmontano,Red,1150
6,Minho,White,1151
6,Minho,Rose,1152
6,Alentejo,Red,1153
5,Transmontano,Rose,1154
6,Setubal,White,1155
5,Terras De Cister,Rose,1156
6,Lisboa,White,1157
4,Minho,Red,1158
6,Algarve,White,1159
6,Douro Valley,White,1160
5,Lisboa,Red,1161
7,Terras De Cister,White,1162
7,Dao,White,1163
6,Douro Valley,Rose,1164
6,Lisboa,Rose,1165
6,Tejo,Red,1166
6,Tejo,Red,1167
6,Douro Valley,Rose,1168
5,Beira Atlantico,White,1169
5,Lisboa,Rose,1170
6,Madeira,White,1171
5,Transmontano,White,1172
5,Terras De Cister,Rose,1173
5,Setubal,Red,1174
6,Terras De Cister,Rose,1175
6,Madeira,Rose,1176
7,Setubal,Rose,1177
6,Tejo,Red,1178
7,Beira Atlantico,Rose,1179
7,Setubal,White,1180
6,Transmontano,Rose,1181
8,Alentejo,Red,1182
6,Setubal,Rose,1183
5,Lisboa,Rose,1184
6,Transmontano,White,1185
6,Terras De Cister,White,1186
6,Lisboa,White,1187
7,Douro Valley,Rose,1188
7,Transmontano,Red,1189
7,Setubal,Rose,1190
7,Tejo,Rose,1191
5,Beira Atlantico,White,1192
7,Douro Valley,White,1193
7,Tejo,Red,1194
7,Beira Interior,Rose,1195
7,Madeira,White,1196
6,Dao,Rose,1197
7,Madeira,White,1198
5,Algarve,White,1199
6,Beira Atlantico,White,1200
6,Transmontano,White,1201
6,Minho,White,1202
6,Beira Interior,Rose,1203
5,Madeira,Red,1204
5,Douro Valley,White,1205
6,Minho,Rose,1206
7,Douro Valley,Red,1207
7,Madeira,Rose,1208
5,Transmontano,Rose,1209
6,Lisboa,Red,1210
6,Tejo,Rose,1211
5,Algarve,White,1212
6,Alentejo,White,1213
5,Beira Atlantico,Red,1214
5,Terras De Cister,Rose,1215
6,Minho,Red,1216
6,Minho,White,1217
6,Douro Valley,White,1218
7,Madeira,Red,1219
6,Beira Atlantico,Rose,1220
5,Douro Valley,Rose,1221
6,Beira Interior,White,1222
7,Tejo,Red,1223
6,Beira Atlantico,Red,1224
6,Beira Atlantico,Rose,1225
6,Terras De Cister,Red,1226
6,Setubal,Red,1227
6,Minho,Rose,1228
6,Minho,Rose,1229
6,Setubal,Red,1230
6,Alentejo,White,1231
7,Terras De Cister,Red,1232
5,Beira Atlantico,Rose,1233
5,Dao,Rose,1234
5,Dao,White,1235
6,Douro Valley,White,1236
7,Alentejo,Red,1237
5,Terras De Cister,Rose,1238
6,Lisboa,Red,1239
5,Douro Valley,Rose,1240
6,Douro Valley,Rose,1241
8,Douro Valley,White,1242
5,Minho,Red,1243
7,Terras De Cister,White,1244
6,Tejo,Rose,1245
6,Beira Atlantico,Rose,1246
6,Algarve,White,1247
6,Minho,Rose,1248
6,Minho,Rose,1249
6,Setubal,Rose,1250
7,Dao,Rose,1251
7,Setubal,Rose,1252
6,Dao,Rose,1253
7,Transmontano,Rose,1254
6,Minho,Rose,1255
7,Madeira,White,1256
6,Madeira,White,1257
6,Terras De Cister,Red,1258
5,Terras De Cister,Rose,1259
5,Dao,Red,1260
5,Dao,White,1261
5,Tejo,Rose,1262
6,Douro Valley,Rose,1263
7,Douro Valley,White,1264
7,Douro Valley,Rose,1265
6,Terras De Cister,Red,1266
5,Lisboa,Rose,1267
5,Dao,Red,1268
5,Beira Interior,White,1269
7,Transmontano,Red,1270
6,Tejo,White,1271
6,Alentejo,Rose,1272
6,Minho,White,1273
5,Madeira,Red,1274
4,Terras De Cister,Red,1275
8,Minho,White,1276
4,Terras De Cister,Rose,1277
6,Algarve,Rose,1278
6,Madeira,Rose,1279
5,Setubal,White,1280
6,Beira Atlantico,Rose,1281
6,Minho,Rose,1282
4,Setubal,Rose,1283
8,Alentejo,White,1284
7,Beira Interior,Rose,1285
6,Lisboa,Red,1286
6,Beira Atlantico,Rose,1287
5,Dao,Rose,1288
5,Madeira,White,1289
5,Dao,Rose,1290
6,Tejo,Rose,1291
8,Douro Valley,White,1292
6,Tejo,Red,1293
5,Setubal,White,1294
7,Setubal,Red,1295
5,Alentejo,White,1296
5,Terras De Cister,Red,1297
7,Beira Atlantico,White,1298
6,Alentejo,Red,1299
7,Tejo,White,1300
7,Alentejo,Rose,1301
5,Algarve,White,1302
6,Terras De Cister,Rose,1303
7,Madeira,White,1304
7,Dao,White,1305
7,Transmontano,Red,1306
6,Beira Atlantico,White,1307
6,Dao,Red,1308
7,Tejo,Rose,1309
5,Beira Interior,Red,1310
6,Transmontano,White,1311
7,Lisboa,Rose,1312
6,Beira Atlantico,Red,1313
6,Madeira,Red,1314
5,Dao,Rose,1315
7,Tejo,White,1316
7,Setubal,White,1317
5,Algarve,White,1318
3,Minho,Red,1319
6,Setubal,Red,1320
6,Madeira,Red,1321
5,Setubal,Rose,1322
7,Tejo,Red,1323
7,Minho,White,1324
4,Alentejo,Red,1325
6,Beira Atlantico,White,1326
7,Minho,Red,1327
6,Beira Atlantico,Red,1328
7,Terras De Cister,White,1329
6,Douro Valley,Rose,1330
6,Beira Atlantico,White,1331
6,Beira Interior,Red,1332
5,Transmontano,Red,1333
6,Lisboa,Rose,1334
6,Tejo,Rose,1335
6,Tejo,White,1336
5,Minho,White,1337
6,Tejo,Red,1338
6,Tejo,White,1339
7,Algarve,Red,1340
6,Dao,Rose,1341
5,Beira Atlantico,Rose,1342
5,Dao,Red,1343
7,Tejo,White,1344
6,Setubal,Red,1345
5,Minho,White,1346
7,Beira Atlantico,White,1347
6,Lisboa,Rose,1348
5,Terras De Cister,White,1349
7,Tejo,White,1350
5,Beira Atlantico,Red,1351
5,Madeira,Rose,1352
6,Algarve,White,1353
6,Terras De Cister,White,1354
6,Alentejo,Red,1355
6,Douro Valley,White,1356
6,Minho,Red,1357
6,Transmontano,Rose,1358
6,Alentejo,Rose,1359
7,Terras De Cister,White,1360
6,Transmontano,Red,1361
5,Algarve,White,1362
7,Beira Atlantico,Red,1363
5,Lisboa,White,1364
5,Beira Atlantico,Red,1365
5,Transmontano,Red,1366
6,Tejo,Rose,1367
5,Tejo,Rose,1368
5,Terras De Cister,Rose,1369
6,Terras De Cister,White,1370
5,Setubal,Rose,1371
6,Alentejo,Red,1372
6,Madeira,Red,1373
5,Algarve,Red,1374
6,Beira Atlantico,Rose,1375
7,Beira Atlantico,Red,1376
6,Alentejo,Red,1377
5,Beira Atlantico,Red,1378
7,Beira Atlantico,Rose,1379
8,Setubal,Red,1380
5,Beira Atlantico,Red,1381
7,Dao,Rose,1382
6,Madeira,Red,1383
6,Douro Valley,White,1384
6,Beira Atlantico,Rose,1385
6,Beira Interior,Red,1386
6,Douro Valley,White,1387
7,Beira Atlantico,Red,1388
6,Beira Interior,White,1389
6,Tejo,White,1390
6,Douro Valley,Rose,1391
7,Setubal,White,1392
6,Dao,White,1393
5,Madeira,Rose,1394
5,Setubal,Red,1395
6,Tejo,Rose,1396
6,Setubal,Red,1397
7,Algarve,Rose,1398
6,Beira Atlantico,Red,1399
6,Madeira,Rose,1400
6,Transmontano,Rose,1401
5,Douro Valley,White,1402
6,Terras De Cister,White,1403
6,Douro Valley,Red,1404
6,Transmontano,Red,1405
6,Beira Atlantico,Red,1406
5,Algarve,Rose,1407
5,Setubal,Rose,1408
6,Terras De Cister,Rose,1409
7,Madeira,Rose,1410
6,Algarve,Red,1411
6,Tejo,Red,1412
6,Madeira,White,1413
6,Beira Interior,Red,1414
5,Tejo,Rose,1415
6,Transmontano,Rose,1416
7,Minho,Red,1417
5,Setubal,Rose,1418
7,Minho,Red,1419
5,Madeira,Red,1420
5,Transmontano,Red,1421
6,Terras De Cister,Red,1422
5,Dao,Red,1423
7,Transmontano,Red,1424
6,Madeira,Rose,1425
7,Transmontano,White,1426
7,Alentejo,Red,1427
4,Terras De Cister,Rose,1428
5,Dao,Rose,1429
7,Alentejo,Red,1430
6,Beira Atlantico,Red,1431
6,Madeira,Rose,1432
6,Dao,White,1433
6,Algarve,Red,1434
7,Beira Atlantico,Rose,1435
6,Beira Interior,Rose,1436
7,Algarve,White,1437
6,Beira Atlantico,White,1438
6,Dao,Red,1439
6,Tejo,Rose,1440
7,Beira Interior,Red,1441
7,Minho,Rose,1442
6,Minho,White,1443
6,Terras De Cister,Rose,1444
6,Algarve,White,1445
6,Dao,Red,1446
6,Algarve,White,1447
6,Algarve,Red,1448
5,Minho,Red,1449
6,Beira Atlantico,White,1450
6,Lisboa,Red,1451
6,Beira Interior,Red,1452
5,Madeira,White,1453
5,Lisboa,Red,1454
5,Terras De Cister,Rose,1455
6,Madeira,Rose,1456
4,Setubal,Red,1457
5,Terras De Cister,Red,1458
6,Beira Interior,Rose,1459
7,Beira Interior,Rose,1460
6,Lisboa,Rose,1461
6,Tejo,Red,1462
5,Beira Interior,White,1463
6,Beira Interior,Rose,1464
6,Tejo,Red,1465
6,Beira Atlantico,Rose,1466
5,Dao,White,1467
6,Terras De Cister,Red,1468
6,Madeira,White,1469
5,Terras De Cister,Red,1470
7,Setubal,Red,1471
5,Lisboa,White,1472
7,Alentejo,White,1473
6,Douro Valley,Red,1474
5,Algarve,Rose,1475
5,Terras De Cister,White,1476
6,Dao,Rose,1477
5,Dao,White,1478
5,Tejo,Red,1479
5,Madeira,White,1480
7,Terras De Cister,White,1481
5,Terras De Cister,Rose,1482
6,Madeira,Rose,1483
6,Tejo,Red,1484
7,Dao,Rose,1485
6,Terras De Cister,Red,1486
5,Beira Atlantico,Red,1487
7,Dao,Red,1488
5,Lisboa,Rose,1489
6,Alentejo,Red,1490
6,Algarve,Red,1491
6,Algarve,Red,1492
6,Algarve,Rose,1493
7,Douro Valley,Red,1494
6,Lisboa,Rose,1495
7,Lisboa,Red,1496
6,Terras De Cister,White,1497
7,Tejo,White,1498
5,Beira Interior,Rose,1499
7,Setubal,Rose,1500
6,Madeira,White,1501
5,Beira Atlantico,Red,1502
5,Alentejo,White,1503
6,Madeira,Red,1504
8,Setubal,White,1505
5,Douro Valley,White,1506
6,Terras De Cister,Rose,1507
7,Douro Valley,White,1508
5,Terras De Cister,Rose,1509
7,Transmontano,White,1510
6,Transmontano,Rose,1511
7,Beira Interior,Red,1512
5,Dao,White,1513
5,Alentejo,Rose,1514
6,Minho,Rose,1515
6,Alentejo,Red,1516
6,Minho,White,1517
5,Algarve,White,1518
6,Setubal,White,1519
6,Beira Interior,White,1520
6,Minho,White,1521
5,Dao,White,1522
7,Terras De Cister,White,1523
7,Beira Interior,White,1524
6,Algarve,Red,1525
6,Beira Atlantico,Red,1526
7,Algarve,Rose,1527
7,Douro Valley,White,1528
6,Algarve,Red,1529
5,Beira Atlantico,White,1530
5,Madeira,White,1531
6,Tejo,Rose,1532
8,Transmontano,Red,1533
6,Beira Atlantico,Rose,1534
5,Lisboa,Red,1535
5,Minho,Rose,1536
6,Tejo,White,1537
7,Madeira,Red,1538
7,Madeira,Rose,1539
6,Terras De Cister,Red,1540
5,Madeira,Red,1541
6,Alentejo,White,1542
6,Transmontano,Red,1543
5,Algarve,Red,1544
5,Setubal,Red,1545
5,Beira Atlantico,Rose,1546
7,Beira Atlantico,White,1547
5,Douro Valley,Rose,1548
5,Douro Valley,Rose,1549
6,Dao,White,1550
7,Algarve,Red,1551
6,Dao,White,1552
7,Lisboa,Red,1553
5,Setubal,Red,1554
7,Tejo,Red,1555
6,Transmontano,Rose,1556
7,Algarve,White,1557
7,Madeira,Rose,1558
6,Tejo,Red,1559
6,Algarve,White,1560
6,Beira Atlantico,Rose,1561
7,Alentejo,Rose,1562
5,Transmontano,White,1563
5,Douro Valley,Red,1564
6,Algarve,Rose,1565
5,Beira Atlantico,White,1566
6,Beira Interior,Red,1567
6,Beira Atlantico,Red,1568
7,Dao,White,1569
5,Dao,White,1570
5,Dao,Rose,1571
6,Tejo,White,1572
6,Lisboa,White,1573
6,Beira Atlantico,Rose,1574
7,Madeira,Rose,1575
8,Beira Interior,Rose,1576
6,Algarve,White,1577
6,Dao,Rose,1578
5,Beira Atlantico,Rose,1579
7,Setubal,Red,1580
5,Dao,Red,1581
6,Minho,Red,1582
6,Madeira,Red,1583
6,Beira Interior,Rose,1584
5,Douro Valley,Rose,1585
6,Douro Valley,Rose,1586
5,Transmontano,Rose,1587
6,Setubal,Red,1588
6,Alentejo,Red,1589
6,Beira Interior,Red,1590
5,Dao,Red,1591
6,Tejo,Rose,1592
6,Algarve,White,1593
7,Beira Atlantico,White,1594
6,Madeira,White,1595
5,Beira Atlantico,White,1596
5,Minho,Rose,1597
7,Transmontano,White,1598
6,Minho,Rose,1599
6,Lisboa,Rose,1600
6,Lisboa,White,1601
7,Douro Valley,Rose,1602
5,Transmontano,White,1603
6,Terras De Cister,White,1604
6,Terras De Cister,Red,1605
6,Terras De Cister,White,1606
5,Madeira,White,1607
6,Setubal,Red,1608
6,Beira Interior,Rose,1609
5,Beira Atlantico,Rose,1610
6,Beira Atlantico,White,1611
5,Lisboa,White,1612
6,Dao,Rose,1613
8,Madeira,Rose,1614
5,Setubal,White,1615
7,Terras De Cister,White,1616
6,Minho,Red,1617
6,Setubal,Red,1618
6,Transmontano,Red,1619
6,Terras De Cister,White,1620
6,Alentejo,Rose,1621
6,Algarve,Red,1622
6,Beira Interior,Red,1623
7,Beira Interior,White,1624
7,Algarve,Rose,1625
6,Dao,Rose,1626
6,Transmontano,Red,1627
6,Minho,White,1628
5,Douro Valley,White,1629
5,Tejo,White,1630
6,Minho,White,1631
5,Terras De Cister,Rose,1632
6,Lisboa,Red,1633
6,Beira Atlantico,Red,1634
6,Transmontano,White,1635
6,Algarve,White,1636
4,Terras De Cister,White,1637
7,Transmontano,White,1638
7,Lisboa,Rose,1639
6,Beira Atlantico,White,1640
8,Beira Atlantico,Red,1641
6,Beira Atlantico,Rose,1642
6,Transmontano,Rose,1643
7,Minho,White,1644
7,Beira Atlantico,White,1645
6,Transmontano,White,1646
7,Minho,Rose,1647
5,Beira Atlantico,White,1648
6,Minho,Rose,1649
7,Tejo,Red,1650
6,Madeira,White,1651
5,Setubal,Red,1652
6,Lisboa,Red,1653
5,Beira Interior,Red,1654
7,Beira Atlantico,White,1655
6,Minho,Red,1656
6,Tejo,Rose,1657
6,Dao,Red,1658
6,Madeira,Red,1659
6,Beira Atlantico,Rose,1660
7,Dao,White,1661
7,Madeira,Red,1662
7,Alentejo,Red,1663
5,Algarve,Red,1664
7,Algarve,Rose,1665
6,Dao,Red,1666
6,Beira Interior,Rose,1667
5,Dao,Rose,1668
6,Douro Valley,Rose,1669
6,Terras De Cister,Rose,1670
6,Algarve,Rose,1671
7,Beira Atlantico,Rose,1672
5,Alentejo,Red,1673
6,Setubal,Red,1674
5,Madeira,White,1675
6,Dao,Red,1676
6,Tejo,Rose,1677
6,Madeira,Red,1678
6,Madeira,White,1679
5,Beira Interior,Rose,1680
6,Minho,White,1681
5,Minho,Rose,1682
7,Algarve,White,1683
6,Lisboa,Red,1684
7,Beira Atlantico,White,1685
5,Lisboa,White,1686
6,Madeira,Rose,1687
6,Setubal,Red,1688
5,Douro Valley,White,1689
4,Madeira,Rose,1690
5,Dao,White,1691
6,Transmontano,White,1692
6,Algarve,Rose,1693
7,Beira Atlantico,White,1694
7,Transmontano,White,1695
7,Dao,Red,1696
5,Algarve,Rose,1697
5,Terras De Cister,White,1698
6,Lisboa,White,1699
6,Madeira,Red,1700
7,Tejo,Rose,1701
5,Algarve,Red,1702
6,Algarve,White,1703
5,Dao,White,1704
8,Minho,Rose,1705
6,Transmontano,White,1706
5,Lisboa,Red,1707
7,Beira Atlantico,Red,1708
7,Alentejo,Rose,1709
7,Alentejo,White,1710
5,Minho,Rose,1711
6,Lisboa,White,1712
6,Beira Atlantico,Red,1713
5,Minho,Rose,1714
5,Dao,Red,1715
6,Beira Atlantico,White,1716
7,Lisboa,Red,1717
7,Terras De Cister,Rose,1718
8,Minho,Red,1719
6,Algarve,White,1720
5,Alentejo,White,1721
7,Terras De Cister,Rose,1722
6,Douro Valley,White,1723
7,Tejo,Rose,1724
5,Lisboa,Red,1725
6,Tejo,White,1726
6,Alentejo,Red,1727
7,Lisboa,Red,1728
6,Setubal,Red,1729
7,Douro Valley,White,1730
6,Setubal,Red,1731
6,Minho,White,1732
6,Minho,White,1733
5,Madeira,Rose,1734
5,Douro Valley,White,1735
6,Minho,Red,1736
7,Beira Atlantico,White,1737
5,Douro Valley,Rose,1738
7,Tejo,White,1739
6,Douro Valley,Rose,1740
7,Dao,Red,1741
6,Algarve,Rose,1742
6,Madeira,Rose,1743
8,Alentejo,Rose,1744
7,Minho,White,1745
5,Setubal,Rose,1746
6,Douro Valley,Rose,1747
6,Alentejo,White,1748
5,Minho,Red,1749
6,Minho,Rose,1750
6,Transmontano,White,1751
7,Setubal,Rose,1752
6,Alentejo,Rose,1753
6,Alentejo,White,1754
6,Setubal,White,1755
6,Terras De Cister,Red,1756
6,Tejo,White,1757
6,Algarve,White,1758
6,Transmontano,Red,1759
5,Beira Interior,White,1760
5,Lisboa,Rose,1761
7,Algarve,Rose,1762
7,Beira Interior,White,1763
7,Setubal,Red,1764
5,Tejo,Red,1765
6,Beira Interior,Red,1766
6,Setubal,White,1767
5,Transmontano,Rose,1768
6,Alentejo,Rose,1769
6,Beira Interior,Red,1770
8,Dao,Rose,1771
6,Madeira,White,1772
6,Terras De Cister,Red,1773
7,Minho,White,1774
5,Setubal,Red,1775
6,Madeira,White,1776
6,Dao,White,1777
6,Tejo,White,1778
5,Tejo,White,1779
7,Setubal,White,1780
6,Alentejo,Rose,1781
6,Algarve,Red,1782
5,Lisboa,Rose,1783
7,Lisboa,White,1784
7,Douro Valley,Red,1785
7,Beira Interior,White,1786
6,Beira Interior,Red,1787
6,Tejo,Rose,1788
6,Transmontano,Red,1789
7,Beira Atlantico,Rose,1790
7,Terras De Cister,White,1791
6,Minho,Red,1792
6,Tejo,White,1793
5,Beira Atlantico,Red,1794
6,Minho,Rose,1795
4,Douro Valley,White,1796
6,Algarve,Rose,1797
6,Algarve,Red,1798
5,Dao,Rose,1799
5,Madeira,Red,1800
8,Lisboa,White,1801
6,Madeira,Rose,1802
5,Setubal,Rose,1803
6,Madeira,White,1804
5,Algarve,White,1805
5,Algarve,Red,1806
6,Minho,White,1807
6,Terras De Cister,White,1808
6,Minho,Rose,1809
5,Beira Interior,Red,1810
5,Madeira,White,1811
5,Alentejo,Red,1812
6,Beira Interior,White,1813
7,Tejo,Rose,1814
8,Minho,White,1815
7,Beira Atlantico,Rose,1816
8,Algarve,Rose,1817
7,Dao,Red,1818
6,Lisboa,Rose,1819
6,Terras De Cister,White,1820
6,Transmontano,Rose,1821
5,Douro Valley,White,1822
6,Beira Atlantico,Red,1823
4,Minho,Rose,1824
6,Terras De Cister,White,1825
6,Douro Valley,Red,1826
7,Tejo,Rose,1827
5,Tejo,White,1828
4,Tejo,Red,1829
6,Alentejo,Red,1830
6,Setubal,Red,1831
5,Beira Interior,Red,1832
7,Douro Valley,Red,1833
5,Douro Valley,White,1834
5,Douro Valley,Rose,1835
5,Setubal,White,1836
6,Minho,White,1837
5,Setubal,Rose,1838
5,Tejo,Rose,1839
6,Setubal,Rose,1840
5,Terras De Cister,Red,1841
5,Terras De Cister,Red,1842
6,Minho,White,1843
6,Algarve,White,1844
7,Terras De Cister,White,1845
6,Alentejo,Red,1846
7,Beira Atlantico,Rose,1847
6,Madeira,Rose,1848
7,Alentejo,Red,1849
7,Beira Interior,White,1850
6,Terras De Cister,White,1851
5,Terras De Cister,Red,1852
7,Minho,Rose,1853
6,Madeira,Red,1854
4,Algarve,Rose,1855
6,Lisboa,White,1856
7,Madeira,Red,1857
5,Terras De Cister,White,1858
5,Minho,Rose,1859
7,Transmontano,White,1860
5,Minho,Rose,1861
5,Terras De Cister,Red,1862
6,Madeira,Rose,1863
5,Minho,Red,1864
5,Terras De Cister,Red,1865
7,Terras De Cister,White,1866
6,Beira Interior,Rose,1867
7,Transmontano,White,1868
5,Lisboa,Red,1869
6,Beira Interior,Rose,1870
6,Terras De Cister,Red,1871
5,Lisboa,Red,1872
7,Minho,Red,1873
6,Minho,Rose,1874
5,Algarve,Red,1875
5,Algarve,Red,1876
7,Setubal,Red,1877
7,Transmontano,White,1878
6,Beira Interior,Red,1879
7,Alentejo,Rose,1880
5,Setubal,Red,1881
5,Beira Atlantico,Red,1882
9,Alentejo,Rose,1883
6,Dao,Rose,1884
5,Terras De Cister,White,1885
6,Beira Atlantico,White,1886
7,Alentejo,Rose,1887
5,Lisboa,White,1888
6,Transmontano,White,1889
6,Lisboa,Rose,1890
5,Algarve,Rose,1891
5,Beira Interior,Rose,1892
6,Terras De Cister,Rose,1893
6,Lisboa,Red,1894
5,Alentejo,White,1895
6,Douro Valley,Rose,1896
5,Terras De Cister,White,1897
7,Transmontano,Red,1898
7,Dao,White,1899
5,Beira Atlantico,Red,1900
7,Algarve,Red,1901
6,Beira Atlantico,White,1902
7,Algarve,White,1903
5,Alentejo,Red,1904
6,Minho,White,1905
5,Algarve,White,1906
6,Alentejo,Rose,1907
5,Tejo,Red,1908
4,Setubal,Rose,1909
7,Beira Atlantico,White,1910
5,Minho,Rose,1911
6,Lisboa,Red,1912
6,Douro Valley,Red,1913
5,Tejo,Red,1914
7,Beira Interior,Red,1915
6,Lisboa,Rose,1916
6,Setubal,Red,1917
5,Dao,White,1918
5,Terras De Cister,Rose,1919
6,Beira Interior,Red,1920
6,Minho,White,1921
6,Tejo,Rose,1922
5,Lisboa,White,1923
6,Douro Valley,White,1924
5,Alentejo,Rose,1925
6,Minho,Rose,1926
7,Beira Interior,Red,1927
6,Douro Valley,Red,1928
5,Algarve,White,1929
8,Terras De Cister,White,1930
6,Beira Interior,Red,1931
7,Setubal,Rose,1932
5,Tejo,Red,1933
5,Alentejo,Rose,1934
7,Lisboa,Rose,1935
7,Lisboa,White,1936
6,Algarve,Red,1937
7,Alentejo,Rose,1938
7,Lisboa,Rose,1939
6,Setubal,White,1940
7,Dao,Red,1941
6,Terras De Cister,White,1942
6,Tejo,Rose,1943
6,Dao,White,1944
7,Setubal,Rose,1945
5,Minho,Red,1946
5,Beira Atlantico,Rose,1947
5,Beira Atlantico,Rose,1948
7,Algarve,Red,1949
6,Madeira,White,1950
6,Terras De Cister,Red,1951
6,Madeira,White,1952
5,Dao,White,1953
6,Beira Atlantico,Red,1954
6,Alentejo,Red,1955
5,Alentejo,White,1956
6,Minho,Red,1957
6,Douro Valley,Red,1958
6,Beira Atlantico,Rose,1959
6,Douro Valley,White,1960
5,Beira Atlantico,Rose,1961
5,Douro Valley,White,1962
5,Tejo,White,1963
6,Tejo,Red,1964
5,Tejo,Red,1965
6,Setubal,Red,1966
8,Minho,White,1967
6,Terras De Cister,Rose,1968
7,Setubal,White,1969
6,Tejo,Rose,1970
5,Transmontano,White,1971
5,Douro Valley,White,1972
7,Beira Atlantico,White,1973
6,Beira Atlantico,Red,1974
8,Lisboa,White,1975
8,Algarve,White,1976
7,Tejo,Red,1977
7,Setubal,Rose,1978
5,Madeira,White,1979
5,Terras De Cister,Rose,1980
6,Douro Valley,Red,1981
7,Beira Atlantico,Rose,1982
5,Minho,White,1983
5,Transmontano,Red,1984
6,Setubal,White,1985
5,Minho,Red,1986
7,Tejo,White,1987
7,Alentejo,White,1988
5,Lisboa,Red,1989
5,Transmontano,Rose,1990
5,Beira Atlantico,Red,1991
6,Beira Interior,White,1992
7,Beira Atlantico,White,1993
6,Lisboa,Red,1994
6,Beira Interior,Rose,1995
5,Lisboa,Red,1996
6,Madeira,Red,1997
6,Terras De Cister,Red,1998
5,Algarve,White,1999
7,Beira Atlantico,Red,2000
6,Tejo,Rose,2001
5,Tejo,Rose,2002
9,Beira Interior,Red,2003
6,Douro Valley,White,2004
7,Transmontano,White,2005
6,Setubal,Rose,2006
6,Douro Valley,White,2007
7,Dao,Rose,2008
6,Setubal,Red,2009
5,Lisboa,Rose,2010
5,Alentejo,Rose,2011
6,Madeira,Rose,2012
5,Alentejo,Red,2013
6,Douro Valley,White,2014
6,Transmontano,White,2015
6,Lisboa,Red,2016
6,Minho,White,2017
6,Alentejo,White,2018
5,Dao,White,2019
6,Dao,White,2020
6,Algarve,White,2021
8,Minho,Red,2022
8,Tejo,White,2023
6,Terras De Cister,Rose,2024
7,Alentejo,White,2025
7,Algarve,Rose,2026
5,Alentejo,Rose,2027
6,Beira Atlantico,Red,2028
5,Madeira,Red,2029
5,Alentejo,White,2030
6,Tejo,White,2031
6,Alentejo,Rose,2032
6,Beira Interior,Red,2033
7,Minho,Red,2034
5,Madeira,Red,2035
7,Transmontano,Rose,2036
